"@timestamp","@version","_id","_index","_score","_type","agent.ephemeral_id","agent.hostname","agent.id","agent.type","agent.version","ecs.version","event.dataset","event.module","event.timezone","fileset.name","host.architecture","host.containerized","host.hostname","host.id","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.platform","host.os.version","input.type","log.file.path","log.offset","service.type","system.syslog.hostname","system.syslog.message","system.syslog.pid","system.syslog.program","system.syslog.timestamp","system.syslog.timestamp_tz",tags,"td.client-decoy","td.client_addr","td.client_geoip.city_name","td.client_geoip.continent_code","td.client_geoip.country_code2","td.client_geoip.country_code3","td.client_geoip.country_name","td.client_geoip.dma_code","td.client_geoip.ip","td.client_geoip.latitude","td.client_geoip.location.lat","td.client_geoip.location.lon","td.client_geoip.longitude","td.client_geoip.postal_code","td.client_geoip.region_code","td.client_geoip.region_name","td.client_geoip.timezone","td.core","td.decoy_hostname","td.decoy_port","td.detector_addr","td.detector_geoip.city_name","td.detector_geoip.continent_code","td.detector_geoip.country_code2","td.detector_geoip.country_code3","td.detector_geoip.country_name","td.detector_geoip.dma_code","td.detector_geoip.ip","td.detector_geoip.latitude","td.detector_geoip.location.lat","td.detector_geoip.location.lon","td.detector_geoip.longitude","td.detector_geoip.postal_code","td.detector_geoip.region_code","td.detector_geoip.region_name","td.detector_geoip.timezone","td.hostname-core","td.loglevel","timestamp_raw"
"May 19, 2020 @ 21:21:27.000",1,sMTQLnIBDk9DYwwEGDCk,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,717,839",system,motorllama,"May 19, 2020 17:21:27.859591 (Core 1) INFO: faileddecoy 185.69.186.243 campuscall.uadv.msu.edu 35.9.170.27:443",7332,tapdance,"May 19 17:21:27","May 19 17:21:27 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:35.9.170.27","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"campuscall.uadv.msu.edu",443,"35.9.170.27","East Lansing",NA,US,US,"United States",551,"35.9.170.27","42.731","42.731","-84.485","-84.485",48824,MI,Michigan,"America/Detroit","motorllama:1",INFO,"May 19, 2020 17:21:27.859591"
"May 19, 2020 @ 21:21:27.000",1,tMTQLnIBDk9DYwwEGDCm,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,717,993",system,motorllama,"May 19, 2020 17:21:27.859604 (Core 1) INFO: faileddecoy 185.69.186.243 webhosting3.itservices.msu.edu 35.8.12.124:443",7332,tapdance,"May 19 17:21:27","May 19 17:21:27 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:35.8.12.124","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"webhosting3.itservices.msu.edu",443,"35.8.12.124","East Lansing",NA,US,US,"United States",551,"35.8.12.124","42.731","42.731","-84.485","-84.485",48824,MI,Michigan,"America/Detroit","motorllama:1",INFO,"May 19, 2020 17:21:27.859604"
"May 19, 2020 @ 21:21:26.000",1,fsTQLnIBDk9DYwwEFDDE,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,713,290",system,motorllama,"May 19, 2020 17:21:26.803852 (Core 2) INFO: faileddecoy 91.133.213.204 umc-media.nmu.edu 198.110.203.136:443",7332,tapdance,"May 19 17:21:26","May 19 17:21:26 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","91.133.213.204:198.110.203.136","91.133.213.204",,AS,IR,IR,Iran,,"91.133.213.204","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",2,"umc-media.nmu.edu",443,"198.110.203.136",Marquette,NA,US,US,"United States",553,"198.110.203.136","46.578","46.578","-87.455","-87.455",49855,MI,Michigan,"America/Detroit","motorllama:2",INFO,"May 19, 2020 17:21:26.803852"
"May 19, 2020 @ 21:21:26.000",1,e8TQLnIBDk9DYwwEFDDD,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,714,074",system,motorllama,"May 19, 2020 17:21:26.920195 (Core 3) INFO: faileddecoy 183.209.130.59 pls.mijn.vgz.nl 64.113.50.14:443",7332,tapdance,"May 19 17:21:26","May 19 17:21:26 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","183.209.130.59:64.113.50.14","183.209.130.59",Nanjing,AS,CN,CN,China,,"183.209.130.59","32.062","32.062","118.778","118.778",,JS,Jiangsu,"Asia/Shanghai",3,"pls.mijn.vgz.nl",443,"64.113.50.14",,NA,US,US,"United States",,"64.113.50.14","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:3",INFO,"May 19, 2020 17:21:26.920195"
"May 19, 2020 @ 21:21:25.000",1,PcTQLnIBDk9DYwwEEDDc,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,700,824",system,motorllama,"May 19, 2020 17:21:25.030769 (Core 3) INFO: faileddecoy 5.106.125.156 www.emich.edu 164.76.7.54:443",7332,tapdance,"May 19 17:21:25","May 19 17:21:25 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","5.106.125.156:164.76.7.54","5.106.125.156",,AS,IR,IR,Iran,,"5.106.125.156","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"www.emich.edu",443,"164.76.7.54",Ypsilanti,NA,US,US,"United States",505,"164.76.7.54","42.22","42.22","-83.605","-83.605",48197,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:25.030769"
"May 19, 2020 @ 21:21:25.000",1,P8TQLnIBDk9DYwwEEDDl,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,700,669",system,motorllama,"May 19, 2020 17:21:25.030765 (Core 3) INFO: faileddecoy 5.106.125.156 umvpn8.umnet.umich.edu 207.75.158.117:443",7332,tapdance,"May 19 17:21:25","May 19 17:21:25 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","5.106.125.156:207.75.158.117","5.106.125.156",,AS,IR,IR,Iran,,"5.106.125.156","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"umvpn8.umnet.umich.edu",443,"207.75.158.117","Ann Arbor",NA,US,US,"United States",505,"207.75.158.117","42.307","42.307","-83.706","-83.706",48105,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:25.030765"
"May 19, 2020 @ 21:21:25.000",1,S8TQLnIBDk9DYwwEEDD5,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,700,967",system,motorllama,"May 19, 2020 17:21:25.030773 (Core 3) INFO: faileddecoy 5.106.125.156 www.dsc.umich.edu 141.211.3.84:443",7332,tapdance,"May 19 17:21:25","May 19 17:21:25 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","5.106.125.156:141.211.3.84","5.106.125.156",,AS,IR,IR,Iran,,"5.106.125.156","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"www.dsc.umich.edu",443,"141.211.3.84","Ann Arbor",NA,US,US,"United States",505,"141.211.3.84","42.307","42.307","-83.706","-83.706",48105,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:25.030773"
"May 19, 2020 @ 21:21:25.000",1,R8TQLnIBDk9DYwwEEDD3,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,703,765",system,motorllama,"May 19, 2020 17:21:25.226977 (Core 2) INFO: faileddecoy 89.196.91.207 education-staging1.med.umich.edu 141.214.16.91:443",7332,tapdance,"May 19 17:21:25","May 19 17:21:25 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","89.196.91.207:141.214.16.91","89.196.91.207",,AS,IR,IR,Iran,,"89.196.91.207","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",2,"education-staging1.med.umich.edu",443,"141.214.16.91","Ann Arbor",NA,US,US,"United States",505,"141.214.16.91","42.307","42.307","-83.706","-83.706",48105,MI,Michigan,"America/Detroit","motorllama:2",INFO,"May 19, 2020 17:21:25.226977"
"May 19, 2020 @ 21:21:25.000",1,SsTQLnIBDk9DYwwEEDD5,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,700,523",system,motorllama,"May 19, 2020 17:21:25.030761 (Core 3) INFO: faileddecoy 5.106.125.156 www.techcu.com 64.113.50.172:443",7332,tapdance,"May 19 17:21:25","May 19 17:21:25 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","5.106.125.156:64.113.50.172","5.106.125.156",,AS,IR,IR,Iran,,"5.106.125.156","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"www.techcu.com",443,"64.113.50.172",,NA,US,US,"United States",,"64.113.50.172","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:3",INFO,"May 19, 2020 17:21:25.030761"
"May 19, 2020 @ 21:21:23.000",1,0MTQLnIBDk9DYwwECS8N,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,669",system,motorllama,"May 19, 2020 17:21:23.789155 (Core 3) INFO: faileddecoy 46.245.77.121 www.vbisd.org 69.58.58.242:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:69.58.58.242","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"www.vbisd.org",443,"69.58.58.242",Decatur,NA,US,US,"United States",563,"69.58.58.242","42.101","42.101","-86.034","-86.034",49045,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:23.789155"
"May 19, 2020 @ 21:21:23.000",1,1MTQLnIBDk9DYwwECS8T,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,204",system,motorllama,"May 19, 2020 17:21:23.789143 (Core 3) INFO: faileddecoy 46.245.77.121 catering.umich.edu 141.211.217.82:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:141.211.217.82","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"catering.umich.edu",443,"141.211.217.82","Ann Arbor",NA,US,US,"United States",505,"141.211.217.82","42.307","42.307","-83.706","-83.706",48105,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:23.789143"
"May 19, 2020 @ 21:21:23.000",1,1cTQLnIBDk9DYwwECS8T,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,515",system,motorllama,"May 19, 2020 17:21:23.789151 (Core 3) INFO: faileddecoy 46.245.77.121 autodiscover.frib.msu.edu 35.8.32.37:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:35.8.32.37","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"autodiscover.frib.msu.edu",443,"35.8.32.37","East Lansing",NA,US,US,"United States",551,"35.8.32.37","42.731","42.731","-84.485","-84.485",48824,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:23.789151"
"May 19, 2020 @ 21:21:23.000",1,1sTQLnIBDk9DYwwECS8T,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,813",system,motorllama,"May 19, 2020 17:21:23.789159 (Core 3) INFO: faileddecoy 46.245.77.121 p-onyx998-waf.deg.red 141.193.177.230:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:141.193.177.230","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"p-onyx998-waf.deg.red",443,"141.193.177.230",,NA,US,US,"United States",,"141.193.177.230","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:3",INFO,"May 19, 2020 17:21:23.789159"
"May 19, 2020 @ 21:21:23.000",1,18TQLnIBDk9DYwwECS8T,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,355",system,motorllama,"May 19, 2020 17:21:23.789148 (Core 3) INFO: faileddecoy 46.245.77.121 itasprd702a.itservices.msu.edu 35.8.12.171:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:35.8.12.171","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"itasprd702a.itservices.msu.edu",443,"35.8.12.171","East Lansing",NA,US,US,"United States",551,"35.8.12.171","42.731","42.731","-84.485","-84.485",48824,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:23.789148"
"May 19, 2020 @ 21:21:23.000",1,w8TQLnIBDk9DYwwECS8K,"re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,678,968",system,motorllama,"May 19, 2020 17:21:23.789164 (Core 3) INFO: faileddecoy 46.245.77.121 visualize.bronsonhg.org 198.108.141.184:443",7332,tapdance,"May 19 17:21:23","May 19 17:21:23 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","46.245.77.121:198.108.141.184","46.245.77.121",,AS,IR,IR,Iran,,"46.245.77.121","35.696","35.696","51.423","51.423",,,,"Asia/Tehran",3,"visualize.bronsonhg.org",443,"198.108.141.184",Kalamazoo,NA,US,US,"United States",563,"198.108.141.184","42.302","42.302","-85.588","-85.588",49007,MI,Michigan,"America/Detroit","motorllama:3",INFO,"May 19, 2020 17:21:23.789164"
"May 19, 2020 @ 21:21:19.000",1,"jsTPLnIBDk9DYwwE-S5n","re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,653,207",system,motorllama,"May 19, 2020 17:21:19.655289 (Core 1) INFO: faileddecoy 185.69.186.243 Expressway-E-3.cmich.edu 141.209.20.166:443",7332,tapdance,"May 19 17:21:19","May 19 17:21:19 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:141.209.20.166","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"Expressway-E-3.cmich.edu",443,"141.209.20.166","Mount Pleasant",NA,US,US,"United States",513,"141.209.20.166","43.565","43.565","-84.847","-84.847",48859,MI,Michigan,"America/Detroit","motorllama:1",INFO,"May 19, 2020 17:21:19.655289"
"May 19, 2020 @ 21:21:19.000",1,"ksTPLnIBDk9DYwwE-S5p","re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,653,365",system,motorllama,"May 19, 2020 17:21:19.655294 (Core 1) INFO: faileddecoy 185.69.186.243 www.udmercy.edu 198.109.24.33:443",7332,tapdance,"May 19 17:21:19","May 19 17:21:19 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:198.109.24.33","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"www.udmercy.edu",443,"198.109.24.33",Detroit,NA,US,US,"United States",505,"198.109.24.33","42.426","42.426","-83.152","-83.152",48221,MI,Michigan,"America/Detroit","motorllama:1",INFO,"May 19, 2020 17:21:19.655294"
"May 19, 2020 @ 21:21:19.000",1,"k8TPLnIBDk9DYwwE-S5t","re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,653,055",system,motorllama,"May 19, 2020 17:21:19.655283 (Core 1) INFO: faileddecoy 185.69.186.243 www.trimascorp.net 199.16.184.229:443",7332,tapdance,"May 19 17:21:19","May 19 17:21:19 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:199.16.184.229","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"www.trimascorp.net",443,"199.16.184.229",,NA,US,US,"United States",,"199.16.184.229","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:1",INFO,"May 19, 2020 17:21:19.655283"
"May 19, 2020 @ 21:21:19.000",1,"mcTPLnIBDk9DYwwE-S5y","re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,652,879",system,motorllama,"May 19, 2020 17:21:19.655275 (Core 1) INFO: faileddecoy 185.69.186.243 verzekerdeinformatie-at.ota.chatbot.vgz.nl 141.193.178.50:443",7332,tapdance,"May 19 17:21:19","May 19 17:21:19 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:141.193.178.50","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"verzekerdeinformatie-at.ota.chatbot.vgz.nl",443,"141.193.178.50",,NA,US,US,"United States",,"141.193.178.50","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:1",INFO,"May 19, 2020 17:21:19.655275"
"May 19, 2020 @ 21:21:19.000",1,"msTPLnIBDk9DYwwE-S5y","re-tapdance-2020.05.19",,"_doc","7e64d42b-29ef-4e8f-95ef-5cb618261ade",motorllama,"195aca92-bf95-4438-aa54-06bf94bc4c43",filebeat,"7.6.0","1.4.0","system.syslog",system,"-04:00",syslog,"x86_64",false,motorllama,ae9d65a696424eaea212376d05ede3c7,motorllama,xenial,debian,"4.4.0-137-generic",Ubuntu,ubuntu,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/syslog","453,653,513",system,motorllama,"May 19, 2020 17:21:19.655299 (Core 1) INFO: faileddecoy 185.69.186.243 mail.gbcampbell.com 192.111.54.12:443",7332,tapdance,"May 19 17:21:19","May 19 17:21:19 -04:00","[""beats_input_codec_plain_applied"",""_geoip_lookup_failure"",""tapdance"",""grokked"",""faileddecoy""]","185.69.186.243:192.111.54.12","185.69.186.243",Ashgabat,AS,TM,TM,Turkmenistan,,"185.69.186.243","37.95","37.95","58.383","58.383",,S,Ashgabat,"Asia/Ashgabat",1,"mail.gbcampbell.com",443,"192.111.54.12",,NA,US,US,"United States",,"192.111.54.12","37.751","37.751","-97.822","-97.822",,,,"America/Chicago","motorllama:1",INFO,"May 19, 2020 17:21:19.655299"
